EmployeeID,FirstName,LastName,Department,Position,Salary,HireDate
1427,Robert,Jackson,Marketing,SEO Specialist,78597,2020-12-25
1428,Veronica,Benjamin,Sales,Sales Executive,71569,2019-01-23
1429,Linda,Stein,IT,Software Engineer,59233,2019-04-03
1430,James,Warren,Operations,Coordinator,69141,2025-01-01
1431,John,Smith,Operations,Project Manager,81158,2025-10-05
1432,Lisa,Brown,IT,Software Engineer,46308,2019-09-10
1433,Megan,Clark,HR,Recruiter,65073,2019-08-12
1434,Michael,Lee,Marketing,Content Strategist,70522,2024-12-05
1435,Cathy,Parker,Operations,Coordinator,60268,2023-05-25
1436,Frederick,Warren,Sales,Account Manager,81534,2019-09-18
1437,Raymond,Ali,Sales,Sales Executive,70705,2025-08-31
1438,Steven,Morris,Marketing,Brand Manager,70726,2021-01-11
1439,Randy,Brown,IT,Data Scientist,53346,2026-04-12
1440,Robert,Ballard,Sales,Sales Executive,72503,2020-08-26
1441,Virginia,Villegas,IT,Data Scientist,62488,2017-09-03
1442,Rodney,Bullock,Marketing,SEO Specialist,84733,2020-10-01
1443,Kim,Edwards,HR,Training Specialist,64690,2024-10-30
1444,Hannah,Barber,IT,Data Scientist,55638,2022-11-14
1445,Cheryl,Rodriguez,HR,Training Specialist,52905,2018-09-15
1446,Michael,Wright,IT,Data Scientist,66456,2020-03-07
1447,Adam,Black,IT,System Administrator,73962,2021-05-07
1448,Amy,Walker,IT,Software Engineer,74389,2025-07-14
1449,Nicholas,King,Operations,Operations Analyst,68465,2017-07-19
1450,Laura,Douglas,Finance,Accountant,66674,2022-02-11
1451,Jennifer,Kennedy,HR,Recruiter,48795,2021-11-19
1452,Jeffrey,Wilkins,Finance,Accountant,66680,2020-04-12
1453,Joshua,Hale,IT,Software Engineer,53355,2018-04-08
1454,Hannah,Morse,HR,Recruiter,69451,2021-11-24
1455,Christina,Miller,IT,System Administrator,50924,2020-12-29
1456,Katie,Washington,Sales,Account Manager,72712,2024-03-17
1457,Marcus,Rios,HR,Training Specialist,54022,2018-01-16
1458,Linda,Chase,Operations,Operations Analyst,64498,2019-03-15
1459,Jacqueline,Walker,Operations,Coordinator,78432,2024-06-04
1460,Emily,Barnes,Finance,Auditor,79703,2023-08-27
1461,Ryan,Davidson,IT,Data Scientist,65908,2019-03-26
1462,Diana,Palmer,HR,HR Manager,60359,2018-07-17
1463,John,Lamb,HR,Training Specialist,54703,2023-06-01
1464,Jon,Walker,IT,Software Engineer,52655,2017-05-22
1465,Anthony,Burch,Operations,Coordinator,60060,2025-01-23
1466,Robert,Jones,Finance,Accountant,69771,2018-11-14
1467,Scott,Velasquez,IT,Data Scientist,62322,2024-06-03
1468,Autumn,Graham,IT,Software Engineer,61290,2020-09-01
1469,Martha,Dean,IT,System Administrator,59203,2016-08-31
1470,Brandon,Terry,Finance,Auditor,76723,2021-07-31
1471,Phyllis,White,HR,Training Specialist,83834,2025-12-24
1472,Charles,May,Operations,Project Manager,62233,2026-04-10
1473,Alicia,Webb,Marketing,Brand Manager,84300,2024-04-20
1474,Stacey,Mcdonald,Operations,Coordinator,45356,2017-08-28
1475,Kristy,Harper,IT,Software Engineer,88314,2020-11-05
1476,Tyler,Flores,IT,Software Engineer,65139,2019-11-09
1477,Jennifer,Collins,Operations,Project Manager,63208,2023-05-15
1478,Victoria,House,IT,Software Engineer,83762,2024-08-02
1479,Shannon,Krause,Marketing,SEO Specialist,69488,2017-02-16
1480,Brianna,Jackson,Operations,Coordinator,68827,2017-05-11
1481,Christopher,Irwin,Operations,Coordinator,82159,2019-09-15
1482,Brittney,Castaneda,Marketing,Content Strategist,67048,2020-10-30
1483,Antonio,Richard,Finance,Auditor,60247,2021-01-25
1484,Stephen,Murray,Operations,Coordinator,88265,2021-05-26
1485,Eric,Smith,Sales,Sales Executive,72418,2020-06-28
1486,Teresa,Adams,Marketing,Brand Manager,72662,2025-03-18
1487,Brittany,Robinson,IT,System Administrator,84534,2026-03-16
1488,William,Campbell,HR,Training Specialist,78670,2025-01-10
1489,Sean,Martinez,Sales,Sales Associate,62239,2020-05-21
1490,Patricia,Ruiz,Sales,Sales Executive,57215,2016-10-31
1491,Philip,Jimenez,Marketing,Brand Manager,63831,2016-12-27
1492,Eric,Keller,Marketing,Brand Manager,81929,2025-11-11
1493,Peter,Terry,IT,Software Engineer,45632,2021-02-15
1494,Jessica,Dickerson,Marketing,Brand Manager,79607,2023-09-06
1495,Evelyn,Rodriguez,Finance,Financial Analyst,68974,2023-09-28
1496,Mindy,Ramos,Marketing,Brand Manager,45905,2018-07-15
1497,Tara,Anderson,Finance,Financial Analyst,58229,2026-02-26
1498,Sara,Garcia,Finance,Auditor,82480,2019-02-18
1499,Megan,Mitchell,HR,Training Specialist,79024,2019-07-19
1500,Kevin,Rodriguez,Sales,Account Manager,89568,2017-02-20
Kelly - Customer Service
